Original comparison,Species,Majority protein IDs,Fasta headers,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],A1 (raw),A2 (raw),A3 (raw),B1 (raw),B2 (raw),B3 (raw),A1 (log),A2 (log),A3 (log),B1 (log),B2 (log),B3 (log),-Log10 (welch p value),Welch p-value,BH corrected Welch p-value,welch Difference,Z-score,ABS(z-score),"Filtering 1(Welch p-value<0,05)","Filtering 2(BH corrected Welch p-value <0,05)","Filtering 3(Welch p-value<0,05 and z-score>1)",rank
50Vs5,UPS,">P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)",">P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)",6,6,6,66.2,66.2,66.2,17.352,3.38E+08,3.43E+08,3.54E+08,3.26E+07,2.14E+07,2.81E+07,28.3338,28.3519,28.3996,24.9581,24.3512,24.7432,2.62819,0.002354019,0.076287659,3.6776,4.04108433,4.04108433,1,0,1,81
50Vs5,UPS,>P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human),>P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human),18,18,18,52.5,52.5,52.5,43.101,4.87E+08,5.00E+08,4.90E+08,2.55E+07,3.52E+07,4.01E+07,28.8598,28.8978,28.8694,24.6027,25.0692,25.2554,2.60607,0.002477023,0.078339576,3.8999,4.276138245,4.276138245,1,0,1,83
50Vs5,UPS,">P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)",">P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)",8,8,8,63.6,63.6,63.6,14.727,1.66E+08,1.86E+08,2.09E+08,1.62E+07,1.73E+07,1.22E+07,27.3039,27.4669,27.6404,23.9493,24.0425,23.5443,2.60407,0.002488456,0.077764256,3.62503,3.985498256,3.985498256,1,0,1,84
50Vs5,UPS,>P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human),>P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human),38,38,37,65.4,65.4,63.7,76.164,1.07E+09,1.05E+09,1.03E+09,4.22E+07,6.00E+07,6.94E+07,29.991,29.9647,29.9373,25.3316,25.8393,26.0482,2.5951,0.002540388,0.078453149,4.22463,4.619498828,4.619498828,1,0,1,85
50Vs5,UPS,>P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human),>P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human),29,29,28,50.8,50.8,49.5,75.181,6.14E+08,5.88E+08,5.94E+08,2.63E+07,3.75E+07,4.26E+07,29.1926,29.1322,29.1461,24.6512,25.1595,25.3434,2.59308,0.002552231,0.077902403,4.1056,4.493639775,4.493639775,1,0,1,86
50Vs5,UPS,">P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)",">P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)",6,6,6,51.4,51.4,51.4,16.153,2.30E+08,2.23E+08,2.21E+08,1.50E+07,9.07E+06,1.35E+07,27.7759,27.7305,27.7219,23.8352,23.1131,23.6905,2.55797,0.002767133,0.079821138,4.1965,4.589754939,4.589754939,1,0,1,91
50Vs5,UPS,>P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human),>P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human),4,4,4,43.8,43.8,43.8,15.804,1.00E+08,9.70E+07,9.83E+07,1.78E+07,1.50E+07,1.24E+07,26.5761,26.5309,26.5501,24.086,23.8423,23.5607,2.50642,0.003115875,0.081791714,2.7227,3.031399296,3.031399296,1,0,1,100
50Vs5,UPS,>P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human),>P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human),5,5,5,37.8,37.8,37.8,23.224,8.76E+07,7.08E+07,8.72E+07,,6.86E+06,4.79E+06,26.3848,26.0768,26.3778,22.0116,22.7098,22.1919,2.46784,0.003405336,0.085133406,3.97535,4.355917003,4.355917003,1,0,1,105
50Vs5,UPS,>P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human),>P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human),4,4,4,67.6,67.6,67.6,8.2736,8.00E+07,7.31E+07,7.94E+07,,7.27E+06,5.33E+06,26.2539,26.1237,26.2428,22.0116,22.7941,22.3462,2.44192,0.003614764,0.087858858,3.82282,4.19463597,4.19463597,1,0,1,108
50Vs5,UPS,>P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human);CON__Q3SX14,>P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human);>Q3SX14 TREMBL:Q3SX14 (Bos taurus) Similar to Gelsolin,23,23,23,38.4,38.4,38.4,82.958,7.11E+08,6.80E+08,6.83E+08,3.56E+07,6.31E+07,5.80E+07,29.4061,29.3414,29.3476,25.0856,25.9123,25.7895,2.33105,0.004666057,0.101226434,3.76923,4.137971376,4.137971376,1,0,1,121
50Vs5,UPS,>P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human),>P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human),6,6,6,55.8,55.8,55.8,11.617,9.60E+07,9.32E+07,1.02E+08,,8.45E+06,5.74E+06,26.5161,26.474,26.6095,22.0116,23.0101,22.4533,2.2868,0.005166542,0.106788771,4.04152,4.425883343,4.425883343,1,0,1,127
50Vs5,UPS,>P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human),>P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human),1,1,1,24.1,24.1,24.1,6.3532,3.01E+07,3.18E+07,2.84E+07,,2.52E+06,2.68E+06,24.8412,24.9231,24.7606,22.0116,21.2633,21.3512,2.27714,0.005282749,0.107497805,3.29959,3.641386938,3.641386938,1,0,1,129
50Vs5,UPS,">O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)",">O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)",8,8,8,70.3,70.3,70.3,20.475,3.84E+08,3.68E+08,4.02E+08,5.31E+07,3.10E+07,3.36E+07,28.515,28.4535,28.5824,25.6613,24.8875,25.003,2.27487,0.005310434,0.106411364,3.33303,3.676745476,3.676745476,1,0,1,131
50Vs5,UPS,">P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)",">P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)",2,2,2,20,20,20,12.429,5.62E+07,5.05E+07,5.22E+07,,6.36E+06,7.46E+06,25.7435,25.5902,25.6377,22.0116,22.6009,22.8312,2.21807,0.006052433,0.115127804,3.17589,3.510589956,3.510589956,1,0,1,138
50Vs5,UPS,>P62979ups|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens GN=RPS27A PE=1 SV=2,>P62979ups|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens GN=RPS27A PE=1 SV=2,6,1,1,34,10.3,10.3,17.965,3.51E+07,3.67E+07,3.35E+07,3.70E+06,3.85E+06,6.75E+06,25.0645,25.1296,24.9955,21.8203,21.8775,22.6858,2.0404,0.009111712,0.140695558,2.93533,3.256228419,3.256228419,1,0,1,170
50Vs5,UPS,>P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human),>P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human),7,7,7,52.8,52.8,52.8,21.994,2.51E+08,2.61E+08,2.50E+08,7.79E+06,1.93E+07,1.85E+07,27.9058,27.9581,27.8985,22.8932,24.2054,24.138,1.98721,0.01029888,0.145347097,4.17527,4.56730692,4.56730692,1,0,1,186
50Vs5,UPS,>P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human),>P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human),7,7,7,74.3,74.3,74.3,12.294,1.34E+08,1.41E+08,1.44E+08,,1.11E+07,9.86E+06,26.9927,27.0752,27.1024,22.0116,23.4052,23.2327,1.96158,0.010924964,0.147066818,4.17359,4.565530534,4.565530534,1,0,1,195
50Vs5,UPS,">P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)",">P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)",7,7,7,30.8,30.8,30.8,20.176,1.48E+08,1.29E+08,1.42E+08,,7.07E+06,1.24E+07,27.1414,26.9434,27.0771,22.0116,22.7538,23.5684,1.95651,0.01105325,0.147283156,4.27602,4.673837203,4.673837203,1,0,1,197
50Vs5,UPS,">P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)",">P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)",4,4,4,33.7,33.7,33.7,22.227,7.76E+07,8.14E+07,7.59E+07,,1.00E+07,9.18E+06,26.2089,26.2791,26.1772,22.0116,23.2561,23.1307,1.8803,0.013173464,0.160838809,3.42225,3.771084253,3.771084253,1,0,1,215
50Vs5,UPS,>P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human),>P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human),3,3,3,42.4,42.4,42.4,11.731,7.56E+07,7.69E+07,8.48E+07,,8.49E+06,1.07E+07,26.1714,26.1958,26.3368,22.0116,23.0169,23.3539,1.86421,0.013670676,0.16164651,3.44052,3.79040245,3.79040245,1,0,1,222
50Vs5,UPS,>P02753ups|RET4_HUMAN Retinol-binding protein 4 OS=Homo sapiens GN=RBP4 PE=1 SV=3,>P02753ups|RET4_HUMAN Retinol-binding protein 4 OS=Homo sapiens GN=RBP4 PE=1 SV=3,4,4,4,29.9,29.9,29.9,23.01,6.38E+07,6.63E+07,6.79E+07,1.42E+07,1.63E+07,8.47E+06,25.9269,25.9823,26.0178,23.7601,23.9609,23.0138,1.84604,0.014254763,0.163400667,2.3974,2.687436011,2.687436011,1,0,1,229
50Vs5,UPS,>P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human),>P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human),7,7,7,53.8,53.8,53.8,18.007,8.71E+07,9.89E+07,1.02E+08,,1.09E+07,1.12E+07,26.3766,26.5599,26.6012,22.0116,23.3789,23.4233,1.77616,0.016743259,0.181615931,3.57462,3.932196107,3.932196107,1,0,1,242
50Vs5,UPS,>P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human),>P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human),13,13,13,80,80,80,25.821,4.79E+08,4.62E+08,4.81E+08,1.28E+07,3.83E+07,4.88E+07,28.8352,28.783,28.8401,23.6075,25.19,25.5405,1.67779,0.020999551,0.194097959,4.0401,4.424381874,4.424381874,1,0,1,284
50Vs5,UPS,>P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human),>P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human),5,5,5,23.6,23.6,23.6,23.251,9.83E+07,7.68E+07,7.66E+07,,7.32E+06,1.41E+07,26.55,26.1955,26.1911,22.0116,22.8024,23.7465,1.66777,0.021489683,0.194518678,3.45869,3.809614909,3.809614909,1,0,1,290
50Vs5,UPS,CON__P01966;>P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human),>P01966 SWISS-PROT:P01966 (Bos taurus) Hemoglobin subunit alpha;>P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human),3,3,3,28.2,28.2,28.2,15.184,3.08E+07,2.52E+07,3.05E+07,,3.17E+06,1.28E+06,24.8776,24.5865,24.8606,22.0116,21.5976,20.2865,1.65097,0.022337265,0.193515911,3.47632,3.828256386,3.828256386,1,0,1,303
50Vs5,UPS,>P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human),>P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human),20,20,20,53,53,53,49.039,4.60E+08,4.82E+08,4.68E+08,,2.31E+07,2.24E+07,28.7781,28.8451,28.8007,22.0116,24.4639,24.4176,1.62672,0.023620006,0.193154253,5.17692,5.62642412,5.62642412,1,0,1,321
50Vs5,UPS,>P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human),>P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human),5,5,5,48.5,48.5,48.5,14.701,2.05E+08,1.98E+08,2.05E+08,,2.26E+07,7.63E+06,27.6081,27.5635,27.6144,22.0116,24.4287,22.8632,1.62104,0.023930953,0.194485302,4.49415,4.904481874,4.904481874,1,0,1,323
50Vs5,UPS,">P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)",">P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)",10,10,10,28.3,28.3,28.3,38.814,2.49E+08,2.42E+08,2.56E+08,,1.90E+07,1.89E+07,27.8921,27.8502,27.9317,22.0116,24.1825,24.1687,1.59429,0.025451302,0.19824827,4.43705,4.844105902,4.844105902,1,0,1,337
50Vs5,UPS,>P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human),>P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human),16,16,16,60.5,60.5,60.5,35.805,5.13E+08,5.23E+08,4.90E+08,,3.02E+07,2.60E+07,28.9338,28.962,28.869,22.0116,24.8459,24.6313,1.51454,0.030581586,0.208510811,5.09199,5.53662147,5.53662147,1,0,1,385
50Vs5,UPS,">P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)",">P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)",3,3,3,44.4,44.4,44.4,8.3857,7.91E+07,1.05E+08,1.01E+08,,1.85E+07,9.33E+06,26.2364,26.645,26.5949,22.0116,24.141,23.1527,1.48554,0.032693393,0.216171682,3.39032,3.737322348,3.737322348,1,0,1,397
50Vs5,UPS,>P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human),>P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human),10,10,10,87.7,87.7,87.7,15.867,2.72E+08,2.59E+08,2.68E+08,,3.01E+07,3.36E+07,28.0204,27.9477,28.0002,22.0116,24.8444,25.0022,1.27273,0.053366657,0.257041239,4.03669,4.420776234,4.420776234,0,0,0,545
50Vs5,UPS,>P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human),>P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human),10,10,10,53.5,53.5,53.5,28.739,1.95E+08,2.02E+08,1.96E+08,7.56E+07,8.59E+06,1.48E+07,27.536,27.5926,27.5489,26.172,23.0349,23.8177,1.11813,0.076185093,0.286102816,3.21763,3.554724685,3.554724685,0,0,0,699
50Vs5,UPS,>P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human),>P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human),7,7,7,44.3,44.3,44.3,25.5,7.58E+07,7.96E+07,9.30E+07,,3.68E+07,2.44E+07,26.1756,26.2464,26.47,22.0116,25.1314,24.539,0.887817,0.12947413,0.348227039,2.40332,2.693695656,2.693695656,0,0,0,976
25Vs12.5,UPS,>P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human);CON__Q3SX14,>P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human);>Q3SX14 TREMBL:Q3SX14 (Bos taurus) Similar to Gelsolin,19,19,19,32.6,32.6,32.6,82.958,3.17E+08,3.13E+08,3.26E+08,1.57E+08,1.55E+08,1.53E+08,28.241,28.222,28.2798,27.2278,27.2039,27.1863,3.39825,0.000399715,0.02623127,1.0416,3.21837559,3.21837559,1,1,1,40
25Vs12.5,UPS,>P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human),>P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human),13,13,13,40.7,40.7,40.7,43.101,2.02E+08,1.98E+08,1.95E+08,9.58E+07,9.39E+07,9.16E+07,27.5925,27.5591,27.5376,26.513,26.4842,26.4485,3.28771,0.000515573,0.03007508,1.08117,3.337662891,3.337662891,1,1,1,45
25Vs12.5,UPS,>P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human),>P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human),4,4,4,41.5,41.5,41.5,14.701,1.02E+08,9.65E+07,9.65E+07,4.77E+07,4.80E+07,4.71E+07,26.5972,26.5247,26.5243,25.5071,25.5155,25.4906,3.23137,0.000586989,0.033496658,1.04433,3.226605419,3.226605419,1,1,1,46
25Vs12.5,UPS,>P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human),>P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human),6,6,6,33.1,33.1,33.1,28.739,7.89E+07,8.26E+07,8.22E+07,3.81E+07,3.73E+07,3.90E+07,26.2343,26.2993,26.2928,25.1846,25.1542,25.2173,3.19503,0.000638219,0.034902623,1.0901,3.364583174,3.364583174,1,1,1,48
25Vs12.5,UPS,CON__P02768-1;>P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human),>P02768-1 SWISS-PROT:P02768-1 Tax_Id=9606 Gene_Symbol=ALB Isoform 1 of Serum albumin precursor;>P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human),24,24,24,46.6,46.6,46.6,69.366,4.05E+08,4.08E+08,3.99E+08,1.98E+08,1.90E+08,2.02E+08,28.5931,28.6043,28.5711,27.5602,27.5044,27.5876,3.19188,0.000642865,0.034439214,1.03877,3.209844302,3.209844302,1,1,1,49
25Vs12.5,UPS,>P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human),>P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human),17,17,17,31.2,31.2,31.2,75.181,2.22E+08,2.17E+08,2.19E+08,1.10E+08,1.10E+08,1.01E+08,27.724,27.6954,27.7037,26.7193,26.7099,26.5929,2.79297,0.001610757,0.066066201,1.03367,3.194469897,3.194469897,1,0,1,64
25Vs12.5,UPS,>P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human),>P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human),12,12,12,45.5,45.5,45.5,35.805,1.39E+08,1.46E+08,1.37E+08,7.09E+07,7.51E+07,6.99E+07,27.0527,27.1225,27.0263,26.0796,26.1624,26.0593,2.71233,0.001939412,0.072727937,0.966734,2.992685344,2.992685344,1,0,1,70
25Vs12.5,UPS,>P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human),>P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human),3,3,3,24.5,24.5,24.5,16.776,7.31E+07,7.56E+07,7.70E+07,3.20E+07,3.30E+07,3.58E+07,26.124,26.1724,26.1987,24.9307,24.9764,25.0923,2.6883,0.002049746,0.074730315,1.16523,3.591069272,3.591069272,1,0,1,72
25Vs12.5,UPS,>P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human),>P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human),3,3,3,37.3,37.3,37.3,15.804,4.83E+07,5.14E+07,5.10E+07,2.41E+07,2.44E+07,2.62E+07,25.5245,25.6161,25.6046,24.5224,24.5403,24.643,2.6622,0.002176707,0.077214273,1.01317,3.132670815,3.132670815,1,0,1,74
25Vs12.5,UPS,>P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human),>P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human),6,6,6,30.1,30.1,30.1,29.114,1.23E+08,1.31E+08,1.16E+08,5.99E+07,5.99E+07,5.87E+07,26.8776,26.9664,26.7936,25.8356,25.8372,25.8072,2.63371,0.002324288,0.076265711,1.05253,3.251325052,3.251325052,1,0,1,80
25Vs12.5,UPS,>P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human),>P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human),3,3,3,42.4,42.4,42.4,11.731,3.61E+07,3.73E+07,4.06E+07,1.78E+07,1.80E+07,1.84E+07,25.1045,25.1519,25.2755,24.0859,24.1047,24.1339,2.61358,0.002434557,0.077935523,1.06913,3.301367235,3.301367235,1,0,1,82
25Vs12.5,UPS,>P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human),>P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human),5,5,5,49,49,49,11.617,3.33E+07,3.15E+07,3.32E+07,1.68E+07,1.50E+07,1.58E+07,24.9883,24.9092,24.9848,23.9994,23.8381,23.9171,2.58547,0.002597347,0.077477685,1.04257,3.221299742,3.221299742,1,0,1,88
25Vs12.5,UPS,>P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human),>P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human),28,28,28,52,52,52,76.164,4.63E+08,4.60E+08,4.48E+08,2.49E+08,2.29E+08,2.23E+08,28.785,28.7777,28.7376,27.8941,27.773,27.7356,2.57273,0.002674669,0.078887701,0.965867,2.990071695,2.990071695,1,0,1,89
25Vs12.5,UPS,>O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human),>O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human),8,8,8,64.6,64.6,64.6,15.494,1.00E+08,1.05E+08,1.13E+08,4.90E+07,5.15E+07,5.11E+07,26.5759,26.6438,26.7546,25.5469,25.6182,25.6064,2.55361,0.002795053,0.079750145,1.0676,3.296754913,3.296754913,1,0,1,92
25Vs12.5,UPS,>P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human),>P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human),4,4,4,32.7,32.7,32.7,17.052,6.97E+07,7.11E+07,6.75E+07,3.04E+07,3.42E+07,3.35E+07,26.0552,26.0832,26.0084,24.8552,25.0283,24.9983,2.55312,0.002798208,0.078981679,1.08833,3.359247351,3.359247351,1,0,1,93
25Vs12.5,UPS,>P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human),>P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human),1,1,1,10.8,10.8,10.8,8.2736,9.70E+06,9.91E+06,1.09E+07,,4.20E+06,,23.2099,23.2407,23.3813,21.8307,22.0022,21.9143,2.55114,0.002810995,0.077672217,1.36155,4.182893453,4.182893453,1,0,1,95
25Vs12.5,UPS,>P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human),>P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human),20,20,20,41.3,41.3,41.3,59.624,2.51E+08,2.47E+08,2.60E+08,1.39E+08,1.24E+08,1.28E+08,27.905,27.8771,27.952,27.0536,26.8883,26.9304,2.49318,0.003212329,0.082670228,0.953933,2.954095586,2.954095586,1,0,1,102
25Vs12.5,UPS,">P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)",">P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)",18,18,17,37.1,37.1,35.3,58.233,1.86E+08,1.93E+08,1.81E+08,9.30E+07,8.64E+07,8.13E+07,27.4675,27.5234,27.4277,26.4708,26.3648,26.2763,2.4921,0.003220327,0.082071446,1.10223,3.401150143,3.401150143,1,0,1,103
25Vs12.5,UPS,>P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human),>P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human),9,9,9,76.7,76.7,76.7,15.867,1.42E+08,1.40E+08,1.35E+08,6.56E+07,7.44E+07,6.94E+07,27.0771,27.0655,27.0035,25.9666,26.149,26.048,2.4779,0.003327362,0.083983886,0.994167,3.075384574,3.075384574,1,0,1,104
